title,artist,album,url,description,release_year,fetch_date
Tuyo (Narcos Theme) [Extended Version] (A Netflix Original Series Soundtrack),Rodrigo Amarante,Tuyo (Narcos Theme) [Extended Version] (A Netflix Original Series Soundtrack),https://www.youtube.com/watch?v=zNPXnAVyAUA,,,2026-04-18 23:09:00
illicit affairs,Taylor Swift,folklore,https://www.youtube.com/watch?v=3mm8e4Fy4Ck,,,2026-04-18 23:09:00
this is me trying,Taylor Swift,folklore,https://www.youtube.com/watch?v=tA2t1lFL3V8,,,2026-04-18 23:09:00
Svetovid,Jan J. Močnik,Pagania,https://www.youtube.com/watch?v=ktw5J4F367Q,,,2026-04-18 23:09:00
Clavar La Espada (From Bleach),LucasGitanoFamily,Guitar Covers #2,https://www.youtube.com/watch?v=dJttk7Y0gl0,,,2026-04-18 23:09:00
Delicate,Taylor Swift,reputation (Big Machine Radio Release Special),https://www.youtube.com/watch?v=IJnjYpgSfjQ,,,2026-04-18 23:09:00
La Chona,Los Tucanes De Tijuana,Me Robaste El Corazon,https://www.youtube.com/watch?v=41xlHlhGz7o,,,2026-04-18 23:09:00
Sımarık,Tarkan,Ölürüm Sana,https://www.youtube.com/watch?v=JJPlzNajdUs,,,2026-04-18 23:09:00
Mother Earth,Wuauquikuna,Original Edition,https://www.youtube.com/watch?v=nwzWG4ybuRA,,,2026-04-18 23:09:00
El Preso,Fruko y sus Tesos,"Narcos, Vol. 2 (More Music from the Netflix Original Series)",https://www.youtube.com/watch?v=Q35RwobJqEw,,,2026-04-18 23:09:00
The Astronaut,진 (Jin),The Astronaut,https://www.youtube.com/watch?v=QZEa15obBaA,,,2026-04-18 23:09:00
"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”),https://www.youtube.com/watch?v=8dEVdS3y9AQ,,,2026-04-18 23:09:00
Ipanumpa ko,Oh! Caraga,Way Sukod,https://www.youtube.com/watch?v=yeB-k9qK_68,,,2026-04-18 23:09:00
Synergia,"Mystical Complex, Sajanka",Synergia,https://www.youtube.com/watch?v=0TyXL5nLX4E,,,2026-04-18 23:09:00
Tobas Bolivia,Khanaru,Suenos Raros,https://www.youtube.com/watch?v=YeIeihGifSU,,,2026-04-18 23:09:00
El Jaguar,Kala Marka,Por La Igualdad De Razas Y Derechos,https://www.youtube.com/watch?v=hjofHGQVYi8,,,2026-04-18 23:09:00
Tobas Juventud del Folklor,Juventud del Folklor Arica,Banda Juventud del Folklor para que baile mi norte querido vol. 4,https://www.youtube.com/watch?v=RH7AKabn_3M,,,2026-04-18 23:09:00
Ama Amazonas,Kala Marka,De Los Andes Al Amazonas,https://www.youtube.com/watch?v=OlA2m2i2nz4,,,2026-04-18 23:09:00
Bolivianita (Toba),Tunari,In Bolivia,https://www.youtube.com/watch?v=ktH9RJ6kt3A,,,2026-04-18 23:09:00
