title,artist,album,url,description,release_year,fetch_date
Toba Ruminahui,Tito Rodriguez,Spiritual Shaman Music - Meditation,https://www.youtube.com/watch?v=EPPSoJYhwyY,,,2026-04-18 23:09:00
Tobas,Banda Internacional Runaukas,Fe y Tradición,https://www.youtube.com/watch?v=SgQxU3vk44k,,,2026-04-18 23:09:00
Danza Tradicional de los Tobas,Sicuris del Altiplano,Danzas Tradicionales de Bolivia,https://www.youtube.com/watch?v=ReptYNJ6jCE,,,2026-04-18 23:09:00
Tobas (En Vivo),FUSION RUANA,Tobas (En Vivo),https://www.youtube.com/watch?v=LtKjPlV-qBM,,,2026-04-18 23:09:00
Tobas Sur,Marco Antonio Moreno Oficial,Uniendo Corazones,https://www.youtube.com/watch?v=z9iRcfzowAU,,,2026-04-18 23:09:00
"Selección de Tobas: El Yuki, Machetero",Hermanos Yúgar,Folk Bolivian To The World,https://www.youtube.com/watch?v=Dc1s4vII4vc,,,2026-04-18 23:09:00
Ay Rosita,Jach'a Mallku,Soberano por Siempre,https://www.youtube.com/watch?v=1p8nO395ISk,,,2026-04-18 23:09:00
Destino Sin Final,Proyección,La Nueva Expresión del Folklore de Bolivia,https://www.youtube.com/watch?v=vUC2Mi5_oc8,,,2026-04-18 23:09:00
Esmeralda,Kala Marka,Solo por Ti,https://www.youtube.com/watch?v=MHhF1JajRdk,,,2026-04-18 23:09:00
Noche a Noche,Grupo Femenino Bolivia,Siempre Bolivia,https://www.youtube.com/watch?v=96aNBHdTmy4,,,2026-04-18 23:09:00
Arigatoba,Anata Bolivia,De La Paz al Mundo,https://www.youtube.com/watch?v=KbkB4qYL7-A,,,2026-04-18 23:09:00
Muchachos de pelo Largo,Ahaju Fusion Boliwia,"The Best of the Andes (Peru - Bolivia - Ecuador), Vol. 1",https://www.youtube.com/watch?v=YUkkUraeT6U,,,2026-04-18 23:09:00
Tobas Amazonas,FUSION RUANA,Tobas Amazonas,https://www.youtube.com/watch?v=Ps1GBMX1YIU,,,2026-04-18 23:09:00
Tobas Celina,Fusión Ruana,Con la Fuerza del Folklore,https://www.youtube.com/watch?v=R95aWjP9cbg,,,2026-04-18 23:09:00
Te Amaré por Siempre,Yara,30 Años un Proyecto de Vida,https://www.youtube.com/watch?v=s1dp-xOavw0,,,2026-04-18 23:09:00
Es Para Ti,Kala Marka,Wawanacamapjtua Bolivia,https://www.youtube.com/watch?v=g0ldxw5MT04,,,2026-04-18 23:09:00
