title,artist,album,url,description,release_year,fetch_date
Folclore Ecuador,Hanamanta,Te Esperé,https://www.youtube.com/watch?v=jfsrWWrL7V4,,,2026-04-18 23:06:41
Ponchito,Ahaju Fusion Boliwia,The Best of the Andes with Native Instruments,https://www.youtube.com/watch?v=MwG-pthZjEE,,,2026-04-18 23:06:41
Sanjuanito de Mi Pueblo,Amor Paisano,Sanjuanito de Mi Pueblo,https://www.youtube.com/watch?v=wUrnxouhzTA,,,2026-04-18 23:06:41
Sanjuanito Del Ecuador (En Vivo),Jhonny Chamba,Sanjuanito Ecuatorianos (En Vivo),https://www.youtube.com/watch?v=cYlvAI3JuZs,,,2026-04-18 23:06:41
Hasta Mañana,Duo Los Inolvidables,"San Juanitos Inolvidables Vol. 1, Explosión Musical 2000",https://www.youtube.com/watch?v=aB-zT1jDIhA,,,2026-04-18 23:06:41
San Juanito,Huauquipuras,Huauquipuras,https://www.youtube.com/watch?v=XZfBOjKmbtc,,,2026-04-18 23:06:41
Mezcla sanjuanitos solo guitarra,Hermanos Chamba,Mix los Hermanos Chamba,https://www.youtube.com/watch?v=-kgai-IC7kE,,,2026-04-18 23:06:41
Jala Cuitsagu,Karu Nan,Chimbaloma,https://www.youtube.com/watch?v=xSHD-10hElg,,,2026-04-18 23:06:41
San Juanito de Mi Tierra,Oshka Tarazona,"Oshka, Music Of Andes",https://www.youtube.com/watch?v=GvLWa1dYFcw,,,2026-04-18 23:06:41
San Juanito,Wayra Ñan,Andinas 100% - el Condor Pasa,https://www.youtube.com/watch?v=iHGPgWxKvR0,,,2026-04-18 23:06:41
San Juanito Caprichoso,Ensamble Alejandro Arévalo,La Voz del Silencio,https://www.youtube.com/watch?v=yWgssE6L3pc,,,2026-04-18 23:06:41
San Juanito - San Pedrito,Puro Gusto,Gusto Gustulla,https://www.youtube.com/watch?v=SzNcmdwkC7M,,,2026-04-18 23:06:41
La Zambiceña,Jayac,Energía Vital,https://www.youtube.com/watch?v=NtruWJUQzrA,,,2026-04-18 23:06:41
